CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
24003702204,Maryland,Anne Arundel County,1,4169,1525,0,0.0,0.0,0,0,0,0,0,0,1.4,152411.0,1,1,1,1,1,0,0,0,3892.0,4169.0,3892.0,228.0,250.0,228.0,4169.0,100.0,250.0,5.99,1060.0,25.43,493.0,11.83,3721.0,89.25,163.0,3.91,147.0,3.53,1.0,0.02,9.0,0.22,128.0,3.07,149.0,3.57,8.0,0.51,20.0,1.32,3892.0,93.35,228.0,5.46,995.0,23.87,466.0,11.19,3471.0,83.26,143.0,3.44,142.0,3.4,1.0,0.02,9.0,0.22,125.0,3.01,139.0,3.33,8.0,0.51,18.0,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0,1060.0,493.0,3721.0,163.0,147.0,1.0,9.0,128.0,149.0,8.0,20.0
24003702205,Maryland,Anne Arundel County,1,5322,2302,0,0.0,0.0,0,0,0,0,0,0,2.5,123229.0,1,1,1,1,1,0,0,0,1705.0,3110.0,1705.0,153.0,194.0,153.0,3110.0,58.43,194.0,3.64,768.0,14.44,484.0,9.09,2812.0,52.83,118.0,2.21,100.0,1.89,0.0,0.0,1.0,0.02,79.0,1.48,86.0,1.61,0.0,0.02,45.0,1.97,1705.0,32.05,153.0,2.88,405.0,7.61,221.0,4.15,1500.0,28.18,83.0,1.57,77.0,1.45,0.0,0.0,0.0,0.0,45.0,0.85,57.0,1.06,0.0,0.0,26.0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0,1208.0,678.0,4449.0,503.0,199.0,1.0,7.0,163.0,152.0,13.0,86.0
24003702206,Maryland,Anne Arundel County,1,6372,2312,0,157.0,2.46,0,0,0,0,0,0,1.0,118750.0,1,1,1,1,1,0,0,0,4835.0,6372.0,4835.0,205.0,270.0,205.0,6372.0,100.0,270.0,4.24,1794.0,28.15,459.0,7.2,5059.0,79.39,785.0,12.32,228.0,3.58,7.0,0.11,12.0,0.19,281.0,4.41,309.0,4.85,19.0,0.84,27.0,1.18,4835.0,75.88,205.0,3.22,1374.0,21.57,360.0,5.65,3916.0,61.46,526.0,8.25,177.0,2.78,4.0,0.06,7.0,0.11,206.0,3.23,228.0,3.58,9.0,0.41,20.0,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0,1794.0,459.0,5059.0,785.0,228.0,7.0,12.0,281.0,309.0,23.0,28.0
24003702208,Maryland,Anne Arundel County,1,6962,2541,0,0.0,0.0,0,0,0,0,0,0,2.2,119559.0,1,1,1,1,1,0,0,0,640.0,3481.0,640.0,20.0,130.0,20.0,3481.0,50.0,130.0,1.86,1093.0,15.7,157.0,2.26,2687.0,38.59,353.0,5.07,267.0,3.83,4.0,0.06,4.0,0.05,167.0,2.4,150.0,2.15,5.0,0.21,46.0,1.8,640.0,9.2,20.0,0.28,220.0,3.16,35.0,0.5,533.0,7.66,33.0,0.47,46.0,0.66,0.0,0.0,1.0,0.01,28.0,0.4,31.0,0.45,0.0,0.0,7.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,1957.0,296.0,4774.0,1055.0,564.0,15.0,8.0,546.0,523.0,33.0,109.0
24003702209,Maryland,Anne Arundel County,1,4523,1523,0,0.0,0.0,0,0,0,0,0,0,2.1,156900.0,0,1,0,1,0,0,0,0,,2227.0,,,101.0,,2227.0,49.24,101.0,2.23,773.0,17.08,73.0,1.61,1968.0,43.51,91.0,2.02,81.0,1.79,2.0,0.05,4.0,0.09,80.0,1.77,72.0,1.6,9.0,0.57,8.0,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0,1468.0,182.0,3828.0,303.0,206.0,6.0,9.0,171.0,165.0,21.0,17.0
24003702300,Maryland,Anne Arundel County,1,5423,1944,0,0.0,0.0,0,0,0,0,0,0,2.0,156157.0,1,1,1,1,1,0,0,0,5423.0,5423.0,5423.0,250.0,250.0,250.0,5423.0,100.0,250.0,4.61,1261.0,23.25,810.0,14.94,5042.0,92.97,146.0,2.69,106.0,1.95,1.0,0.02,17.0,0.31,111.0,2.05,146.0,2.69,60.0,3.07,9.0,0.45,5423.0,100.0,250.0,4.61,1261.0,23.25,810.0,14.94,5042.0,92.97,146.0,2.69,106.0,1.95,1.0,0.02,17.0,0.31,111.0,2.05,146.0,2.69,60.0,3.07,9.0,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,1261.0,810.0,5042.0,146.0,106.0,1.0,17.0,111.0,146.0,64.0,9.0
24003702402,Maryland,Anne Arundel County,1,6049,3030,0,95.0,1.57,0,0,0,0,1,0,6.9,131083.0,1,1,1,1,1,0,0,1,2838.0,4251.0,2838.0,272.0,492.0,272.0,4251.0,70.27,492.0,8.13,650.0,10.74,1167.0,19.3,3962.0,65.49,98.0,1.62,93.0,1.54,3.0,0.05,8.0,0.14,87.0,1.44,127.0,2.1,188.0,6.21,101.0,3.32,2838.0,46.92,272.0,4.49,374.0,6.18,918.0,15.17,2675.0,44.23,53.0,0.87,57.0,0.94,1.0,0.01,7.0,0.12,46.0,0.75,71.0,1.18,160.0,5.27,71.0,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,872.0,820.0,1444.0,5363.0,312.0,185.0,3.0,17.0,169.0,212.0,233.0,163.0
24003702500,Maryland,Anne Arundel County,1,6669,2176,0,17.0,0.25,0,0,0,0,0,0,15.5,103750.0,1,1,1,1,1,0,0,0,604.0,1566.0,604.0,106.0,296.0,106.0,1566.0,23.48,296.0,4.44,449.0,6.73,211.0,3.16,1129.0,16.93,306.0,4.59,26.0,0.39,1.0,0.01,3.0,0.05,100.0,1.5,135.0,2.03,40.0,1.85,111.0,5.08,604.0,9.05,106.0,1.59,144.0,2.17,112.0,1.68,576.0,8.64,9.0,0.13,4.0,0.06,0.0,0.0,0.0,0.0,14.0,0.22,16.0,0.24,15.0,0.67,47.0,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1413.0,2018.0,526.0,2437.0,2974.0,146.0,2.0,14.0,1096.0,1415.0,218.0,429.0
24003702601,Maryland,Anne Arundel County,1,5629,2184,0,0.0,0.0,0,0,0,0,0,0,6.0,122757.0,1,1,1,1,1,0,0,0,2577.0,5209.0,2577.0,481.0,1025.0,481.0,5209.0,92.54,1025.0,18.22,1245.0,22.12,659.0,11.71,4246.0,75.42,653.0,11.6,104.0,1.85,2.0,0.04,19.0,0.34,185.0,3.29,206.0,3.66,34.0,1.57,44.0,2.03,2577.0,45.79,481.0,8.54,670.0,11.9,331.0,5.88,1972.0,35.03,466.0,8.27,54.0,0.97,0.0,0.01,9.0,0.17,76.0,1.35,74.0,1.31,20.0,0.93,22.0,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046.0,1343.0,725.0,4611.0,675.0,105.0,2.0,20.0,216.0,244.0,37.0,47.0
24003702602,Maryland,Anne Arundel County,1,6021,2317,0,7.0,0.12,0,0,0,0,0,0,0.8,160903.0,1,1,1,1,1,0,0,0,3705.0,5174.0,3705.0,109.0,155.0,109.0,5174.0,85.93,155.0,2.57,1243.0,20.64,814.0,13.52,4266.0,70.85,617.0,10.24,95.0,1.58,3.0,0.05,15.0,0.25,178.0,2.96,152.0,2.53,12.0,0.5,21.0,0.91,3705.0,61.53,109.0,1.81,889.0,14.77,578.0,9.6,2951.0,49.02,551.0,9.15,56.0,0.93,3.0,0.05,10.0,0.17,134.0,2.22,98.0,1.63,1.0,0.06,15.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.0,1416.0,930.0,5002.0,685.0,111.0,3.0,18.0,202.0,172.0,50.0,27.0
24003702701,Maryland,Anne Arundel County,1,4815,2203,0,546.0,11.34,0,0,0,0,0,0,2.0,145987.0,1,1,1,1,1,0,0,0,1655.0,4159.0,1655.0,138.0,386.0,138.0,4159.0,86.37,386.0,8.01,518.0,10.75,468.0,9.72,3444.0,71.53,452.0,9.39,136.0,2.83,0.0,0.0,12.0,0.24,115.0,2.39,198.0,4.12,43.0,1.96,34.0,1.54,1655.0,34.37,138.0,2.87,253.0,5.25,235.0,4.89,1435.0,29.8,125.0,2.6,42.0,0.88,0.0,0.0,8.0,0.17,44.0,0.91,60.0,1.25,29.0,1.33,13.0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.0,567.0,525.0,3864.0,638.0,149.0,0.0,12.0,152.0,239.0,55.0,39.0
24003702702,Maryland,Anne Arundel County,1,3857,1505,0,0.0,0.0,0,0,0,0,0,0,1.5,187500.0,1,1,1,1,1,0,0,0,3224.0,3787.0,3224.0,100.0,115.0,100.0,3787.0,98.19,115.0,2.98,843.0,21.87,795.0,20.62,3557.0,92.23,60.0,1.55,99.0,2.56,0.0,0.0,5.0,0.13,66.0,1.71,97.0,2.51,30.0,1.96,32.0,2.1,3224.0,83.59,100.0,2.59,715.0,18.53,671.0,17.4,3059.0,79.31,46.0,1.19,65.0,1.68,0.0,0.0,5.0,0.13,49.0,1.28,67.0,1.75,22.0,1.45,27.0,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.0,856.0,819.0,3618.0,61.0,106.0,0.0,5.0,67.0,98.0,29.0,31.0
24003706101,Maryland,Anne Arundel County,1,3686,1719,0,389.0,10.55,0,0,0,0,0,0,14.8,131591.0,0,1,0,1,0,0,0,0,86.0,2660.0,86.0,3.0,465.0,3.0,2660.0,72.17,465.0,12.62,288.0,7.82,393.0,10.67,2442.0,66.25,123.0,3.34,25.0,0.69,1.0,0.03,0.0,0.0,69.0,1.87,126.0,3.43,74.0,4.3,263.0,15.28,86.0,2.33,3.0,0.08,4.0,0.1,17.0,0.47,83.0,2.25,1.0,0.04,0.0,0.01,0.0,0.0,0.0,0.0,1.0,0.03,2.0,0.06,0.0,0.0,9.0,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1166.0,446.0,534.0,2747.0,768.0,37.0,1.0,1.0,132.0,201.0,342.0,349.0
24003706301,Maryland,Anne Arundel County,1,4663,2435,0,19.0,0.41,0,0,0,0,1,0,10.4,100433.0,1,1,1,1,1,0,0,1,580.0,2319.0,580.0,64.0,327.0,64.0,2319.0,49.74,327.0,7.0,270.0,5.8,560.0,12.01,1932.0,41.44,215.0,4.61,42.0,0.89,0.0,0.0,4.0,0.1,126.0,2.71,244.0,5.23,142.0,5.83,157.0,6.46,580.0,12.43,64.0,1.38,20.0,0.44,340.0,7.3,554.0,11.89,18.0,0.39,4.0,0.09,0.0,0.0,0.0,0.0,3.0,0.07,5.0,0.11,36.0,1.47,49.0,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927.0,781.0,1023.0,3189.0,1136.0,70.0,0.0,6.0,262.0,457.0,329.0,289.0
24003706302,Maryland,Anne Arundel County,1,3224,1798,0,0.0,0.0,0,0,0,0,0,0,6.8,135764.0,1,1,1,1,1,0,0,0,2300.0,3224.0,2300.0,364.0,611.0,364.0,3224.0,100.0,611.0,18.94,312.0,9.68,724.0,22.46,2871.0,89.05,167.0,5.18,66.0,2.05,1.0,0.03,9.0,0.28,110.0,3.41,173.0,5.37,29.0,1.62,28.0,1.53,2300.0,71.33,364.0,11.29,211.0,6.54,527.0,16.36,2070.0,64.22,127.0,3.93,39.0,1.2,1.0,0.03,4.0,0.14,59.0,1.83,89.0,2.75,29.0,1.62,20.0,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.0,312.0,724.0,2871.0,167.0,66.0,1.0,9.0,110.0,173.0,27.0,26.0
24003706401,Maryland,Anne Arundel County,1,6442,2279,0,85.0,1.32,0,0,0,0,1,0,8.1,97938.0,1,1,1,1,1,0,0,1,1705.0,6302.0,1705.0,609.0,2196.0,609.0,6302.0,97.83,2196.0,34.08,1302.0,20.21,634.0,9.85,3421.0,53.1,1212.0,18.81,181.0,2.82,3.0,0.05,25.0,0.39,1460.0,22.67,2477.0,38.45,137.0,6.03,247.0,10.83,1705.0,26.47,609.0,9.46,311.0,4.82,260.0,4.04,982.0,15.25,391.0,6.08,57.0,0.89,1.0,0.02,4.0,0.06,270.0,4.18,484.0,7.51,33.0,1.43,68.0,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2513.0,1334.0,645.0,3476.0,1244.0,183.0,3.0,25.0,1511.0,2552.0,135.0,245.0
24003706402,Maryland,Anne Arundel County,1,3210,1439,0,79.0,2.46,1,1,1,1,1,1,23.2,77708.0,1,1,1,1,1,0,0,1,3005.0,3210.0,3005.0,1122.0,1199.0,1122.0,3210.0,100.0,1199.0,37.35,672.0,20.93,464.0,14.45,1736.0,54.08,1105.0,34.42,60.0,1.87,0.0,0.0,14.0,0.44,295.0,9.19,402.0,12.52,254.0,17.63,300.0,20.86,3005.0,93.6,1122.0,34.96,646.0,20.11,394.0,12.26,1583.0,49.32,1070.0,33.32,56.0,1.75,0.0,0.0,13.0,0.4,283.0,8.82,382.0,11.91,238.0,16.57,283.0,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.0,672.0,464.0,1736.0,1105.0,60.0,0.0,14.0,295.0,402.0,261.0,306.0
24003706500,Maryland,Anne Arundel County,1,5222,2259,0,28.0,0.54,0,0,0,0,0,0,4.4,113115.0,0,1,0,1,0,0,0,0,0.0,2306.0,0.0,0.0,269.0,0.0,2306.0,44.16,269.0,5.16,403.0,7.72,305.0,5.84,1723.0,32.99,345.0,6.6,42.0,0.8,2.0,0.04,7.0,0.12,188.0,3.6,233.0,4.47,52.0,2.3,159.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,944.0,676.0,3128.0,1281.0,126.0,2.0,17.0,668.0,831.0,140.0,349.0
24003706600,Maryland,Anne Arundel County,1,4591,1875,0,7.0,0.15,0,0,0,0,0,0,6.5,127155.0,0,1,0,1,0,0,0,0,0.0,2973.0,0.0,0.0,490.0,0.0,2973.0,64.76,490.0,10.66,675.0,14.71,506.0,11.03,2365.0,51.51,395.0,8.61,44.0,0.95,1.0,0.02,1.0,0.02,167.0,3.65,221.0,4.81,30.0,1.63,57.0,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,988.0,1096.0,685.0,3383.0,803.0,76.0,2.0,1.0,326.0,388.0,53.0,91.0
24003706700,Maryland,Anne Arundel County,1,4890,147,1,4444.0,90.88,0,0,0,0,0,0,0.0,95938.0,0,1,0,1,0,0,0,0,0.0,4500.0,0.0,0.0,946.0,0.0,4500.0,92.02,946.0,19.34,25.0,0.5,2.0,0.04,3714.0,75.94,225.0,4.61,178.0,3.64,12.0,0.25,25.0,0.51,346.0,7.08,513.0,10.48,0.0,0.0,3.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.0,175.0,8.0,4013.0,265.0,190.0,13.0,25.0,384.0,552.0,0.0,29.0
24003707001,Maryland,Anne Arundel County,1,6082,2343,0,5.0,0.08,0,0,0,0,0,0,4.1,103125.0,1,1,1,1,1,0,0,0,4832.0,5826.0,4832.0,681.0,839.0,681.0,5826.0,95.79,839.0,13.8,1366.0,22.46,688.0,11.31,5009.0,82.35,607.0,9.98,44.0,0.73,0.0,0.0,19.0,0.32,147.0,2.42,147.0,2.42,81.0,3.44,109.0,4.65,4832.0,79.44,681.0,11.19,1112.0,18.28,586.0,9.63,4135.0,67.99,511.0,8.4,33.0,0.54,0.0,0.0,18.0,0.3,135.0,2.21,130.0,2.15,81.0,3.44,92.0,3.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,892.0,1434.0,713.0,5226.0,633.0,51.0,0.0,20.0,152.0,156.0,73.0,109.0
24003707002,Maryland,Anne Arundel County,1,4696,1864,0,2.0,0.04,0,0,0,0,0,0,4.3,103163.0,1,1,1,1,1,0,0,0,4356.0,4637.0,4356.0,402.0,422.0,402.0,4637.0,98.74,422.0,8.98,984.0,20.96,594.0,12.64,4209.0,89.63,271.0,5.76,34.0,0.72,4.0,0.09,18.0,0.39,101.0,2.15,139.0,2.96,26.0,1.39,83.0,4.47,4356.0,92.76,402.0,8.57,918.0,19.54,562.0,11.96,4011.0,85.42,199.0,4.24,33.0,0.7,4.0,0.09,16.0,0.33,93.0,1.99,128.0,2.72,25.0,1.32,79.0,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,997.0,603.0,4248.0,288.0,34.0,4.0,19.0,103.0,141.0,26.0,79.0
24003708001,Maryland,Anne Arundel County,0,3873,1464,0,0.0,0.0,0,0,0,0,0,0,6.6,129483.0,0,0,0,0,0,0,0,0,,,,,,,3873.0,100.0,424.0,10.95,805.0,20.78,565.0,14.59,3526.0,91.04,212.0,5.47,33.0,0.85,0.0,0.0,16.0,0.41,86.0,2.22,105.0,2.71,10.0,0.71,8.0,0.57,3873.0,100.0,424.0,10.95,805.0,20.78,565.0,14.59,3526.0,91.04,212.0,5.47,33.0,0.85,0.0,0.0,16.0,0.41,86.0,2.22,105.0,2.71,10.0,0.71,8.0,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.0,805.0,565.0,3526.0,212.0,33.0,0.0,16.0,86.0,105.0,9.0,8.0
24003708004,Maryland,Anne Arundel County,0,5485,2153,0,0.0,0.0,0,0,0,1,1,1,13.2,74643.0,0,0,0,0,0,0,0,1,,,,,,,5485.0,100.0,1130.0,20.61,1180.0,21.51,842.0,15.35,4354.0,79.38,827.0,15.08,34.0,0.62,1.0,0.02,37.0,0.67,232.0,4.23,161.0,2.94,137.0,6.34,306.0,14.19,5485.0,100.0,1130.0,20.61,1180.0,21.51,842.0,15.35,4354.0,79.38,827.0,15.08,34.0,0.62,1.0,0.02,37.0,0.67,232.0,4.23,161.0,2.94,137.0,6.34,306.0,14.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1309.0,1180.0,842.0,4354.0,827.0,34.0,1.0,37.0,232.0,161.0,131.0,298.0
24003730100,Maryland,Anne Arundel County,1,7451,2865,0,20.0,0.27,0,0,0,0,0,0,2.2,120474.0,1,1,1,1,1,0,0,0,5200.0,7450.0,5200.0,345.0,503.0,345.0,7450.0,99.98,503.0,6.75,1633.0,21.91,652.0,8.75,6439.0,86.41,529.0,7.1,181.0,2.43,17.0,0.23,27.0,0.36,257.0,3.45,287.0,3.85,69.0,2.42,103.0,3.58,5200.0,69.79,345.0,4.63,1139.0,15.28,428.0,5.75,4416.0,59.27,420.0,5.64,145.0,1.94,14.0,0.18,18.0,0.24,187.0,2.51,223.0,2.99,42.0,1.46,71.0,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,815.0,1633.0,652.0,6440.0,529.0,181.0,17.0,27.0,257.0,287.0,89.0,159.0
24003730203,Maryland,Anne Arundel County,1,5303,2348,0,7.0,0.13,1,1,1,1,1,1,12.4,59297.0,1,1,1,1,1,0,0,1,1569.0,4113.0,1569.0,583.0,1291.0,583.0,4113.0,77.55,1291.0,24.34,935.0,17.62,400.0,7.54,2500.0,47.15,787.0,14.84,230.0,4.35,7.0,0.13,18.0,0.34,570.0,10.75,698.0,13.16,157.0,6.69,283.0,12.04,1569.0,29.58,583.0,10.99,349.0,6.59,193.0,3.64,1291.0,24.34,153.0,2.88,53.0,0.99,0.0,0.0,7.0,0.13,66.0,1.24,74.0,1.39,12.0,0.52,95.0,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009.0,1159.0,605.0,3105.0,1245.0,268.0,7.0,20.0,658.0,789.0,349.0,452.0
24003730204,Maryland,Anne Arundel County,1,5723,1876,0,141.0,2.46,1,1,1,0,0,1,10.9,69284.0,1,1,1,1,1,0,0,0,925.0,4184.0,925.0,174.0,1170.0,174.0,4184.0,73.11,1170.0,20.44,1072.0,18.73,441.0,7.7,2191.0,38.29,1521.0,26.57,201.0,3.51,11.0,0.19,9.0,0.16,251.0,4.38,261.0,4.56,96.0,5.14,262.0,13.97,925.0,16.16,174.0,3.03,176.0,3.08,164.0,2.86,519.0,9.06,309.0,5.4,35.0,0.62,2.0,0.04,3.0,0.05,57.0,0.99,59.0,1.03,16.0,0.85,55.0,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932.0,1435.0,661.0,3193.0,1926.0,248.0,12.0,13.0,331.0,351.0,134.0,389.0
24003730300,Maryland,Anne Arundel County,1,3113,1143,0,24.0,0.77,0,0,0,0,0,0,5.3,95648.0,1,1,1,1,1,0,0,0,2176.0,3113.0,2176.0,224.0,319.0,224.0,3113.0,100.0,319.0,10.24,674.0,21.65,440.0,14.13,2575.0,82.72,270.0,8.67,73.0,2.35,2.0,0.06,13.0,0.42,180.0,5.78,201.0,6.46,65.0,5.68,100.0,8.78,2176.0,69.89,224.0,7.2,468.0,15.05,312.0,10.03,1819.0,58.42,168.0,5.38,49.0,1.56,1.0,0.03,8.0,0.25,132.0,4.24,145.0,4.64,44.0,3.88,70.0,6.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,674.0,440.0,2575.0,270.0,73.0,2.0,13.0,180.0,201.0,63.0,98.0
24003730401,Maryland,Anne Arundel County,1,4745,1742,0,46.0,0.97,0,0,0,0,0,0,3.1,101708.0,0,1,0,1,0,0,0,0,,4280.0,,,650.0,,4280.0,90.19,650.0,13.69,1025.0,21.6,456.0,9.6,3168.0,66.76,592.0,12.48,208.0,4.38,8.0,0.17,12.0,0.25,292.0,6.15,320.0,6.74,61.0,3.5,143.0,8.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,739.0,1123.0,502.0,3484.0,679.0,238.0,8.0,12.0,324.0,349.0,77.0,176.0
24003730402,Maryland,Anne Arundel County,1,6136,2469,0,21.0,0.34,0,1,0,1,1,1,9.0,73594.0,0,1,0,1,0,0,0,1,385.0,3917.0,385.0,90.0,990.0,90.0,3917.0,63.83,990.0,16.13,854.0,13.91,491.0,8.0,2919.0,47.58,522.0,8.51,124.0,2.03,4.0,0.06,20.0,0.33,327.0,5.33,443.0,7.22,101.0,4.08,235.0,9.52,385.0,6.27,90.0,1.47,79.0,1.3,54.0,0.88,318.0,5.19,34.0,0.55,8.0,0.13,0.0,0.0,2.0,0.04,22.0,0.36,20.0,0.33,15.0,0.59,22.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.0,1334.0,718.0,4319.0,1052.0,197.0,7.0,30.0,531.0,720.0,126.0,372.0
24003730502,Maryland,Anne Arundel County,1,6327,2400,0,112.0,1.77,0,0,0,0,0,0,5.9,94712.0,0,1,0,1,0,0,0,0,0.0,4666.0,0.0,0.0,912.0,0.0,4666.0,73.75,912.0,14.42,972.0,15.36,643.0,10.16,3123.0,49.36,960.0,15.17,314.0,4.96,3.0,0.04,23.0,0.37,244.0,3.86,202.0,3.2,51.0,2.13,72.0,2.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160.0,1390.0,772.0,4011.0,1529.0,415.0,3.0,26.0,343.0,296.0,63.0,88.0
24003730504,Maryland,Anne Arundel County,1,7630,2814,0,0.0,0.0,0,0,0,0,0,0,6.1,95262.0,0,1,0,1,0,0,0,0,,4026.0,,,207.0,,4026.0,52.76,207.0,2.71,1038.0,13.61,359.0,4.71,2560.0,33.55,1090.0,14.29,159.0,2.09,4.0,0.05,8.0,0.11,205.0,2.68,217.0,2.85,33.0,1.18,65.0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777.0,1957.0,607.0,4966.0,1896.0,293.0,8.0,21.0,446.0,484.0,48.0,133.0
